Gender,Age,HeadCircumference,ShoulderWidth,ChestWidth,Belly,Waist,Hips,ArmLength,ShoulderToWaist,WaistToKnee,LegLength,TotalHeight
1.0,11.0,21.0,13.0,11.0,21.0,24.0,25.0,19.0,10.0,14.0,50.0,52
2.0,12.0,21.0,12.0,11.0,24.0,20.0,28.0,20.0,10.0,16.0,13.0,53
2.0,21.4,20.0,12.0,11.0,21.0,24.0,25.0,17.0,16.0,16.0,27.0,48
2.0,21.4,21.0,10.0,10.0,21.0,22.0,24.0,12.0,11.0,12.0,23.0,32
2.0,12.0,24.0,14.0,11.0,23.0,25.0,28.0,22.0,18.0,15.0,34.0,58
1.0,21.4,20.0,12.0,11.0,22.0,24.0,26.0,16.0,13.0,14.0,26.0,46
1.0,21.4,20.0,12.0,11.0,22.0,24.0,24.0,16.0,15.0,14.0,27.0,45
2.0,13.0,23.0,15.0,12.0,24.0,27.0,30.0,27.0,21.0,20.0,37.0,59
2.0,11.0,20.0,12.0,11.0,23.0,24.0,26.0,17.0,15.0,14.0,29.0,49
2.0,11.0,20.0,12.0,11.0,22.0,25.0,27.0,19.0,15.0,17.0,33.0,51
1.0,21.4,20.0,11.0,11.0,22.0,22.0,22.0,16.0,12.0,12.0,22.0,39
2.0,11.0,21.0,13.0,14.0,23.0,22.0,11.0,12.0,21.0,17.0,22.0,39
2.0,13.0,23.0,12.0,11.0,22.0,21.0,26.0,20.0,16.0,17.0,13.0,53
2.0,15.0,20.6,13.0,23.0,22.0,11.0,16.0,16.0,14.0,18.0,50.0,52
2.0,13.0,23.0,15.0,12.0,24.0,27.0,30.0,12.0,15.0,17.3,29.0,49
2.0,11.0,20.0,12.0,11.0,22.0,25.0,29.0,19.0,18.0,12.0,24.0,44
2.0,21.4,20.0,10.0,12.0,21.0,20.0,13.0,20.0,14.0,14.0,24.0,45
2.0,21.4,16.0,11.0,13.0,20.0,21.0,14.0,19.0,12.0,14.0,24.0,44
2.0,21.4,20.0,12.0,13.0,19.0,13.0,14.0,21.0,12.0,15.0,26.0,46
2.0,21.4,20.0,11.0,13.0,22.0,12.0,14.0,22.0,13.0,14.0,26.0,48
2.0,21.4,19.0,10.0,12.0,20.0,12.0,12.0,20.0,13.0,13.0,24.0,45
1.0,21.4,19.0,10.0,12.0,21.0,11.0,11.0,17.0,11.0,11.0,21.0,38
1.0,21.4,20.0,15.0,11.0,19.0,10.0,10.0,18.0,13.0,10.0,18.0,38
1.0,21.4,20.0,15.0,13.0,19.0,10.0,11.0,19.0,11.0,11.0,21.0,37
2.0,21.4,19.0,15.0,10.0,18.0,10.0,11.0,16.0,10.0,11.0,20.0,36
2.0,21.4,20.0,10.0,10.0,18.0,20.0,11.0,16.0,11.0,10.0,18.0,38
2.0,21.4,19.0,10.0,11.0,19.0,20.0,11.0,17.0,11.0,11.0,20.0,38
2.0,21.4,19.0,10.0,12.0,20.0,10.0,11.0,17.0,11.0,11.0,21.0,39
1.0,21.4,20.0,15.0,11.0,20.0,20.0,10.0,15.0,10.0,10.0,17.0,36
2.0,21.4,20.0,15.0,10.0,19.0,10.0,10.0,17.0,12.0,12.0,22.0,38
2.0,21.4,20.0,15.0,12.0,19.0,20.0,11.0,17.0,12.0,11.0,21.0,37
2.0,13.0,21.0,11.0,14.0,23.0,13.0,15.0,24.0,15.0,19.0,29.0,54
2.0,14.0,21.0,14.0,15.0,25.0,12.0,16.0,27.0,14.0,16.0,30.0,53
2.0,16.0,22.0,13.0,15.0,24.0,12.0,14.0,27.0,16.0,19.0,34.0,54
2.0,15.0,20.0,13.0,15.0,24.0,13.0,13.0,24.0,15.0,16.0,24.0,54
1.0,17.0,21.0,13.0,16.0,27.0,14.0,17.0,26.0,15.0,19.0,34.0,55
2.0,10.0,22.0,11.0,14.0,21.0,10.0,11.0,22.0,13.0,14.0,27.0,44
2.0,15.0,21.0,13.0,14.0,24.0,13.0,14.0,25.0,14.0,16.0,32.0,53
2.0,17.0,21.0,13.0,14.0,24.0,13.0,14.0,25.0,14.0,17.0,33.0,53
2.0,16.0,21.0,13.0,15.0,26.0,13.0,16.0,25.0,16.0,16.0,30.0,52
2.0,18.0,20.0,13.0,18.0,25.0,15.0,17.0,29.0,21.0,21.0,38.0,58
2.0,19.0,19.0,13.0,21.0,29.0,16.0,18.0,29.0,19.0,19.0,35.0,58
1.0,21.4,20.0,11.0,12.0,20.0,20.0,13.0,21.0,13.0,11.0,23.0,44
1.0,21.4,18.0,11.0,13.0,19.0,20.0,12.0,20.0,12.0,12.0,23.0,44
1.0,21.4,20.0,11.0,14.0,22.0,10.0,13.0,21.0,13.0,12.0,25.0,44
1.0,21.4,19.0,10.0,10.0,21.0,20.0,19.7,13.0,13.0,11.0,21.0,39
1.0,21.4,21.0,14.0,12.0,22.0,23.0,13.0,18.0,16.0,15.0,24.0,48
1.0,21.4,20.0,11.0,10.0,22.0,22.0,12.0,17.0,14.0,15.0,23.0,43
2.0,21.4,19.0,10.0,11.0,21.0,11.0,10.0,15.0,11.0,15.0,21.0,40
1.0,21.4,20.0,11.0,12.0,21.0,11.0,12.0,16.0,13.0,14.0,22.0,43
2.0,21.4,20.0,13.0,11.0,23.0,13.0,13.0,17.0,15.0,15.0,23.0,44
2.0,21.4,20.0,11.0,10.0,20.0,11.0,10.0,16.0,13.0,14.0,21.0,41
2.0,21.4,21.0,11.0,10.0,22.0,12.0,11.0,16.0,14.0,15.0,24.0,44
2.0,21.4,21.0,14.0,12.0,23.0,13.0,12.0,17.0,15.0,16.0,27.0,48
2.0,21.4,20.0,13.0,12.0,21.0,13.0,12.0,17.0,14.0,13.0,21.0,48
2.0,21.4,20.0,12.0,13.0,22.0,13.0,12.0,18.0,15.0,15.0,24.0,48
2.0,21.4,20.0,11.0,12.0,20.0,11.0,11.0,15.0,12.0,15.0,21.0,40
1.0,21.4,21.0,10.0,13.0,21.0,12.0,12.0,16.0,13.0,16.0,24.0,45
2.0,21.4,21.0,11.0,11.0,19.0,12.0,11.0,13.0,13.0,12.0,20.0,38
2.0,21.4,20.0,11.0,12.0,23.0,13.0,13.0,16.0,14.0,14.0,22.0,43
2.0,21.4,21.0,12.0,12.0,20.0,12.0,12.0,17.0,13.0,15.0,21.0,45
1.0,21.4,20.0,10.0,13.0,23.0,12.0,13.0,17.0,13.0,16.0,23.0,45
1.0,21.4,20.0,11.0,11.0,20.0,13.0,11.0,15.0,13.0,13.0,20.0,39
2.0,21.4,20.0,12.0,12.0,20.0,12.0,11.0,15.0,13.0,13.0,19.0,39
2.0,21.4,19.0,11.0,12.0,23.0,13.0,12.0,15.0,13.0,14.0,22.0,40
1.0,21.4,20.0,10.0,11.0,21.0,11.0,11.0,15.0,12.0,12.0,20.0,39
1.0,21.4,21.0,12.0,11.0,20.0,12.0,11.0,15.0,12.0,14.0,22.0,41
1.0,21.4,21.0,14.0,13.0,23.0,13.0,12.0,18.0,14.0,15.0,25.0,47
1.0,11.0,20.0,11.0,12.0,23.0,13.0,12.0,19.0,17.0,17.0,26.0,50
1.0,21.4,20.0,12.0,10.0,21.0,11.0,11.0,14.0,13.0,11.0,19.0,38
1.0,21.4,20.0,12.0,13.0,23.0,13.0,12.0,14.0,13.0,12.0,19.0,38
1.0,21.4,20.0,11.0,10.0,10.0,11.0,10.0,13.0,10.0,13.0,22.0,41
2.0,21.4,20.0,11.0,11.0,20.0,11.0,11.0,14.0,14.0,13.0,23.0,40
2.0,21.4,21.0,11.0,12.0,22.0,13.0,11.0,16.0,14.0,14.0,25.0,44
2.0,21.4,23.0,13.0,10.0,23.0,11.0,13.0,17.0,14.0,16.0,27.0,49
2.0,10.0,22.0,12.0,13.0,24.0,12.0,15.0,17.0,14.0,16.0,26.0,51
2.0,10.0,22.0,11.0,12.0,22.0,11.0,14.0,16.0,15.0,14.0,23.0,48
2.0,10.0,22.0,12.0,13.0,23.0,11.0,14.0,16.0,18.0,14.0,24.0,47
2.0,11.0,22.0,14.0,13.0,24.0,12.0,14.0,19.0,18.0,14.0,25.0,52
2.0,11.0,20.0,11.0,13.0,24.0,12.0,12.0,17.0,15.0,14.0,27.0,49
2.0,13.0,22.0,12.0,12.0,24.0,12.0,14.0,19.0,15.0,16.0,30.0,55
2.0,11.0,21.0,13.0,13.0,24.0,10.0,14.0,18.0,16.0,11.0,27.0,52
2.0,12.0,22.0,13.0,14.0,26.0,12.0,17.0,20.0,18.0,14.0,29.0,53
2.0,11.0,22.0,12.0,12.0,21.0,10.0,12.0,18.0,17.0,13.0,26.0,49
1.0,13.0,20.0,15.0,13.0,23.0,13.0,16.0,17.0,16.0,14.0,28.0,49
1.0,12.0,21.0,13.0,13.0,23.0,12.0,14.0,17.0,14.0,15.0,27.0,52
1.0,10.0,21.0,14.0,12.0,23.0,12.0,12.0,18.0,15.0,15.0,25.0,49
1.0,13.0,21.0,14.0,14.0,23.0,14.0,13.0,20.0,17.0,17.0,31.0,54
1.0,12.0,21.0,15.0,12.0,23.0,12.0,13.0,20.0,19.0,14.0,30.0,52
1.0,11.0,20.0,12.0,12.0,23.0,10.0,11.0,19.0,15.0,15.0,26.0,48
1.0,21.4,22.0,14.0,12.0,24.0,13.0,12.0,18.0,15.0,16.0,27.0,48
1.0,10.0,21.0,14.0,11.0,24.0,10.0,17.0,18.0,17.0,13.0,26.0,54
1.0,21.4,20.0,10.0,15.2,22.0,20.0,13.0,13.0,12.0,13.0,23.0,44
2.0,21.4,21.0,11.0,11.0,21.0,10.0,13.0,15.0,13.0,11.0,24.0,45
2.0,10.0,21.0,10.0,13.0,24.0,10.0,17.0,18.0,11.0,14.0,29.0,50
1.0,13.0,21.0,15.0,11.0,22.0,10.0,16.0,19.0,13.0,15.0,30.0,55
1.0,12.0,21.0,13.0,12.0,24.0,11.0,15.0,17.0,14.0,15.0,30.0,57
2.0,10.0,21.0,13.0,11.0,21.0,11.0,14.0,15.0,12.0,11.0,28.0,52
2.0,21.4,21.0,11.0,15.2,20.0,20.0,10.0,13.0,10.0,17.3,24.0,44
1.0,21.4,20.0,10.0,15.2,20.0,20.0,10.0,13.0,11.0,17.3,20.0,39
1.0,21.4,20.0,10.0,15.2,20.0,20.0,10.0,13.0,11.0,10.0,20.0,39
2.0,21.4,19.0,11.0,15.2,20.0,20.0,13.0,11.0,10.0,10.0,19.0,37
2.0,21.4,21.0,13.0,13.0,23.0,13.0,13.0,10.0,12.0,13.0,25.0,45
2.0,21.4,20.0,14.0,12.0,22.0,11.0,10.0,10.0,12.0,14.0,23.0,43
2.0,10.0,21.0,13.0,13.0,23.0,12.0,11.0,20.0,13.0,15.0,24.0,44
2.0,21.4,20.0,12.0,11.0,22.0,11.0,10.0,18.0,12.0,14.0,23.0,43
2.0,21.4,21.0,13.0,11.0,22.0,11.0,11.0,16.0,12.0,14.0,23.0,43
2.0,21.4,20.0,11.0,11.0,20.0,10.0,10.0,14.0,10.0,11.0,21.0,40
2.0,21.4,20.0,13.0,11.0,23.0,11.0,11.0,16.0,12.0,14.0,23.0,45
2.0,21.4,20.0,14.0,13.0,24.0,12.0,12.0,17.0,14.0,13.0,23.0,45
2.0,11.0,21.0,11.0,13.0,21.0,10.0,10.0,17.0,12.0,15.0,25.0,49
2.0,10.0,20.0,13.0,12.0,21.0,12.0,12.0,16.0,13.0,13.0,24.0,46
2.0,11.0,22.0,11.0,14.0,23.0,12.0,12.0,18.0,17.0,12.0,26.0,49
2.0,13.0,21.0,12.0,13.0,24.0,12.0,11.0,18.0,16.0,16.0,27.0,50
1.0,12.0,20.0,11.0,12.0,23.0,11.0,12.0,18.0,15.0,14.0,25.0,50
1.0,12.0,19.0,13.0,12.0,23.0,12.0,12.0,18.0,15.0,16.0,26.0,51
1.0,12.0,21.0,14.0,13.0,22.0,12.0,12.0,17.0,16.0,14.0,27.0,50
1.0,12.0,19.0,10.0,14.0,23.0,12.0,12.0,18.0,17.0,13.0,25.0,51
1.0,11.0,20.0,11.0,12.0,23.0,11.0,11.0,17.0,15.0,13.0,29.0,47
1.0,14.0,20.0,11.0,13.0,24.0,10.0,11.0,18.0,16.0,12.0,20.0,49
1.0,21.4,19.0,11.0,11.0,22.0,20.0,11.0,15.0,13.0,16.0,17.0,44
1.0,21.4,20.0,10.0,11.0,22.0,20.0,19.7,13.0,18.0,13.0,19.0,36
2.0,21.4,21.0,10.0,15.2,20.0,11.0,10.0,14.0,10.0,10.0,23.0,40
2.0,21.4,21.0,14.0,12.0,21.0,13.0,12.0,15.0,11.0,11.0,27.0,43
2.0,21.4,21.0,14.0,12.0,23.0,13.0,12.0,17.0,15.0,14.0,26.0,48
1.0,11.0,20.0,12.0,13.0,23.0,13.0,11.0,19.0,17.0,16.0,25.0,50
1.0,21.4,21.0,11.0,12.0,23.0,11.0,12.0,18.0,14.0,17.0,21.0,47
2.0,21.4,20.0,11.0,12.0,20.0,12.0,11.0,15.0,12.0,15.0,20.0,40
1.0,21.4,19.0,10.0,13.0,21.0,12.0,12.0,16.0,13.0,14.0,25.0,38
1.0,21.4,22.0,10.0,11.0,20.0,20.0,12.0,17.0,14.0,12.0,21.0,47
1.0,21.4,19.0,10.0,10.0,21.0,12.0,19.7,13.0,13.0,11.0,21.0,39
1.0,21.4,20.0,12.0,11.0,23.0,13.0,13.0,17.0,15.0,13.0,21.0,41
2.0,21.4,20.0,13.0,11.0,21.0,22.0,24.0,15.0,14.0,12.0,24.0,44
2.0,21.4,20.0,11.0,11.0,22.0,22.0,22.0,16.0,12.0,12.0,22.0,39
1.0,12.0,20.0,13.0,12.0,23.0,26.0,27.0,19.0,16.0,20.0,25.0,49
1.0,15.0,20.0,17.0,15.0,23.0,17.0,24.0,24.0,20.0,19.0,23.0,57
1.0,13.0,20.0,12.0,15.0,22.0,24.0,25.0,17.0,17.0,20.0,32.0,50
1.0,12.0,21.0,14.0,12.0,26.0,11.0,14.0,20.0,17.0,14.0,29.0,50
1.0,11.0,20.0,13.0,11.0,22.0,12.0,14.0,18.0,19.0,13.0,25.0,49
1.0,13.0,19.0,16.0,14.0,22.0,13.0,28.0,18.0,21.0,12.0,34.0,52
2.0,21.4,20.0,12.0,11.0,23.0,23.0,23.0,20.0,17.0,15.0,24.0,43
2.0,21.4,20.0,11.0,10.0,21.0,21.0,23.0,19.0,13.0,13.0,21.0,39
2.0,21.4,20.0,11.0,15.2,19.0,21.0,21.0,19.0,13.0,13.0,21.0,39
1.0,21.4,21.0,12.0,15.2,10.0,21.0,21.0,19.0,13.0,13.0,23.0,41
2.0,21.4,21.0,11.0,11.0,20.0,22.0,21.0,19.0,12.0,12.0,21.0,31
2.0,21.4,20.0,11.0,10.0,21.0,21.0,20.0,20.0,15.0,13.0,22.0,32
2.0,21.4,20.0,11.0,10.0,20.0,21.0,20.0,18.0,17.0,15.0,15.0,31
2.0,21.4,21.0,12.0,12.0,21.0,21.0,26.0,21.0,13.0,20.0,20.0,40
2.0,21.4,20.0,11.0,11.0,21.0,21.0,23.0,20.0,12.0,20.0,21.0,34
2.0,21.4,21.0,13.0,11.0,20.0,22.0,24.0,17.0,12.0,21.0,22.0,39
1.0,17.0,21.0,11.0,14.0,26.0,25.0,18.0,21.0,19.0,19.0,34.0,59
2.0,21.4,21.0,15.0,11.0,22.0,23.0,23.0,17.0,15.0,13.0,22.0,43
1.0,13.0,21.0,15.0,12.0,22.0,14.0,29.0,27.0,22.0,16.0,25.0,23
2.0,21.4,18.0,15.0,15.2,20.0,19.0,20.0,14.0,13.0,11.0,18.0,32
1.0,10.0,20.0,12.0,12.0,22.0,14.0,29.0,27.0,22.0,16.0,25.0,23
2.0,10.0,21.0,12.0,12.0,22.0,24.0,26.0,21.0,15.0,14.0,25.0,45
2.0,13.0,22.0,15.0,14.0,25.0,18.0,30.0,21.0,20.0,16.0,33.0,59
1.0,10.0,21.0,11.0,12.0,22.0,20.0,26.0,21.0,15.0,14.0,25.0,45
1.0,21.4,20.0,17.0,11.0,22.0,22.0,22.0,17.0,12.0,12.0,22.0,40
1.0,13.0,20.0,15.0,14.0,25.0,18.0,30.0,21.0,20.0,16.0,33.0,59
2.0,21.4,20.0,15.0,10.0,20.0,20.0,21.0,18.0,10.0,12.0,19.0,37
